run_id,arch,level,mode,seed,best_val_acc,train_time_s,epochs_ran,top1_page,top5_page,macro_f1_page,map_line,top1_retrieval,n_params,throughput_img_s
convnext_tiny_L1_pretrained_s0,convnext_tiny,1,pretrained,0,0.535483870967742,299.7949049472809,21,0.737012987012987,0.9090909090909091,0.678308596165739,0.24302774945658026,0.3502008032128514,28056980,15.51467148770408
convnext_tiny_L1_pretrained_s1,convnext_tiny,1,pretrained,1,0.56957928802589,357.4998297691345,29,0.7824675324675324,0.9318181818181818,0.7331168831168831,0.26525368427447477,0.3827309236947791,28056980,15.057819428311966
convnext_tiny_L1_pretrained_s2,convnext_tiny,1,pretrained,2,0.594855305466238,337.1989777088165,26,0.7727272727272727,0.9285714285714286,0.7126623376623377,0.269810631005309,0.39196787148594375,28056980,15.023754793800371
