run_id,arch,level,mode,seed,lr,best_val_acc,train_time_s,epochs_ran,top1_page,top5_page,macro_f1_page,map_line,top1_retrieval,n_params,throughput_img_s,gpu_name,torch_version,timm_version
swin_tiny_L4_scratch_s1,swin_tiny,4,scratch,1,0.0003,0.018026565464895637,1258.8896870613098,15,0.01948051948051948,0.06493506493506493,0.0014917980852371217,0.016712447563747915,0.015261044176706828,27756206,121.75103817195097,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
resnet50_L1_scratch_s2,resnet50,1,scratch,2,0.0003,0.09646302250803858,657.1364150047302,28,0.1331168831168831,0.36688311688311687,0.06877685806257235,0.1133855918672753,0.14096385542168674,24139124,137.45872789904865,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
convnext_tiny_L1_scratch_s2,convnext_tiny,1,scratch,2,0.0003,0.006430868167202572,221.23711895942688,10,0.003246753246753247,0.016233766233766232,2.1014584121380238e-05,0.012212816901136098,0.011244979919678716,28056980,141.49807466303048,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
efficientnetv2_s_L1_scratch_s2,efficientnetv2_s,1,scratch,2,0.0003,0.2057877813504823,685.4150469303131,30,0.2532467532467532,0.6006493506493507,0.18127986731882834,0.10133053429944422,0.13534136546184738,20572036,141.34135404088127,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
vit_small_L1_scratch_s2,vit_small,1,scratch,2,0.0003,0.14790996784565916,1449.764063835144,63,0.16558441558441558,0.5064935064935064,0.10755345844631559,0.08488654793604383,0.10843373493975904,21784244,136.05166865007178,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
swin_tiny_L1_scratch_s2,swin_tiny,1,scratch,2,0.0003,0.01607717041800643,525.2210693359375,23,0.00974025974025974,0.03896103896103896,0.00039327555561321793,0.01375932659327306,0.010441767068273093,27756206,137.04876402261496,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
resnet50_L2_scratch_s2,resnet50,2,scratch,2,0.0003,0.26838235294117646,1343.1216497421265,34,0.37337662337662336,0.685064935064935,0.2983792001649144,0.1787984313154153,0.2393574297188755,24139124,149.52703457939137,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
convnext_tiny_L2_scratch_s2,convnext_tiny,2,scratch,2,0.0003,0.014705882352941176,949.2886447906494,25,0.00974025974025974,0.05194805194805195,0.00030357899676081493,0.011901616334225703,0.004819277108433735,28056980,143.51923325415956,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
efficientnetv2_s_L2_scratch_s2,efficientnetv2_s,2,scratch,2,0.0003,0.36764705882352944,1484.089579820633,39,0.6266233766233766,0.8474025974025974,0.5582251082251083,0.1845466436952846,0.25341365461847387,20572036,151.26151490135248,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
vit_small_L2_scratch_s2,vit_small,2,scratch,2,0.0003,0.2647058823529412,2563.3513638973236,72,0.512987012987013,0.7727272727272727,0.43350340136054416,0.11447944161000242,0.15622489959839359,21784244,154.4723168524723,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
swin_tiny_L2_scratch_s2,swin_tiny,2,scratch,2,0.0003,0.011029411764705883,566.256510257721,16,0.006493506493506494,0.03571428571428571,0.0001433458493816169,0.01142162048979869,0.005220883534136547,27756206,155.15611818082,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
resnet50_L3_scratch_s2,resnet50,3,scratch,2,0.0003,0.18075422626788037,1076.3105342388153,21,0.2012987012987013,0.4837662337662338,0.12651724898478145,0.14313477774924593,0.1927710843373494,24139124,155.8837886585959,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
convnext_tiny_L3_scratch_s2,convnext_tiny,3,scratch,2,0.0003,0.005201560468140442,524.8464002609253,10,0.003246753246753247,0.01948051948051948,2.1014584121380238e-05,0.012432614741508748,0.012048192771084338,28056980,144.1731665483954,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
efficientnetv2_s_L3_scratch_s2,efficientnetv2_s,3,scratch,2,0.0003,0.46553966189856955,2039.159732580185,39,0.775974025974026,0.9415584415584416,0.7166666666666667,0.22635085879852973,0.3108433734939759,20572036,164.44981667791282,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
vit_small_L3_scratch_s2,vit_small,3,scratch,2,0.0003,0.3459037711313394,3883.24781870842,78,0.6266233766233766,0.8766233766233766,0.5507653061224489,0.1363752070268562,0.1963855421686747,21784244,160.1841456696347,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
swin_tiny_L3_scratch_s2,swin_tiny,3,scratch,2,0.0003,0.010403120936280884,617.835955619812,12,0.003246753246753247,0.032467532467532464,3.3471682956219036e-05,0.013292060830612696,0.010441767068273093,27756206,154.14746772111837,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
resnet50_L4_scratch_s2,resnet50,4,scratch,2,0.0003,0.2125237191650854,1775.9480662345886,26,0.262987012987013,0.5616883116883117,0.19202864804368563,0.19973607430715373,0.28674698795180725,24139124,138.33041821989235,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
convnext_tiny_L4_scratch_s2,convnext_tiny,4,scratch,2,0.0003,0.38804554079696396,4687.760637521744,71,0.762987012987013,0.9285714285714286,0.7024891774891775,0.13148395227402662,0.19236947791164657,28056980,169.70432208442938,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
efficientnetv2_s_L4_scratch_s2,efficientnetv2_s,4,scratch,2,0.0003,0.5597722960151803,3843.893621444702,55,0.8863636363636364,0.9707792207792207,0.8538961038961039,0.28116674711183565,0.3923694779116466,20572036,160.8313977095538,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
vit_small_L4_scratch_s2,vit_small,4,scratch,2,0.0003,0.3918406072106262,5465.51717710495,79,0.6948051948051948,0.8961038961038961,0.6242424242424242,0.15535211154287337,0.20642570281124498,21784244,163.59193279016853,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
swin_tiny_L4_scratch_s2,swin_tiny,4,scratch,2,0.0003,0.5218216318785579,5019.59187912941,74,0.8311688311688312,0.9512987012987013,0.7846320346320346,0.2125916109928787,0.30160642570281126,27756206,162.20875915626172,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
resnet50_L1_scratch_s3,resnet50,1,scratch,3,0.0003,0.06472491909385113,443.839638710022,25,0.06168831168831169,0.2564935064935065,0.024261944519724667,0.08873485035272374,0.12008032128514057,24139124,169.99355660391456,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
convnext_tiny_L1_scratch_s3,convnext_tiny,1,scratch,3,0.0003,0.003236245954692557,193.6987624168396,9,0.003246753246753247,0.012987012987012988,2.201188641866608e-05,0.01212504935657996,0.012048192771084338,28056980,160.71464425527023,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
efficientnetv2_s_L1_scratch_s3,efficientnetv2_s,1,scratch,3,0.0003,0.2168284789644013,923.1451606750488,45,0.37012987012987014,0.6590909090909091,0.28718305504019787,0.11574718070120407,0.1678714859437751,20572036,131.87617988569656,NVIDIA RTX PRO 4000 Blackwell,2.13.0+cu130,1.0.28
