run_id,arch,level,mode,seed,best_val_acc,train_time_s,epochs_ran,top1_page,top5_page,macro_f1_page,map_line,top1_retrieval,n_params,throughput_img_s
convnext_tiny_L4_scratch_s2,convnext_tiny,4,scratch,2,0.0047438330170777,299.75622630119324,10,0.0032467532467532,0.0162337662337662,2.101458412138024e-05,0.012795157560744,0.0092369477911646,28056980,26.74351158299481
efficientnetv2_s_L4_pretrained_s2,efficientnetv2_s,4,pretrained,2,0.7922201138519924,1342.2719616889954,40,0.9642857142857144,0.987012987012987,0.9536796536796536,0.4903658291853948,0.6313253012048192,20572036,25.325628164487423
efficientnetv2_s_L4_scratch_s2,efficientnetv2_s,4,scratch,2,0.547438330170778,1436.4541664123535,43,0.8766233766233766,0.974025974025974,0.8422077922077922,0.2821413289715498,0.402008032128514,20572036,27.04048260329616
vit_small_L4_pretrained_s2,vit_small,4,pretrained,2,0.713472485768501,742.7988195419312,33,0.9415584415584416,0.9837662337662336,0.9226190476190474,0.3950603754405291,0.5397590361445783,21784244,26.40991216878791
vit_small_L4_scratch_s2,vit_small,4,scratch,2,0.4639468690702087,2785.60662984848,123,0.8181818181818182,0.922077922077922,0.7662337662337663,0.1903707502733313,0.2646586345381526,21784244,26.438535806301896
swin_tiny_L4_pretrained_s2,swin_tiny,4,pretrained,2,0.7798861480075902,1465.2085514068604,40,0.9707792207792209,0.9935064935064936,0.961038961038961,0.4410133021573976,0.5807228915662651,27756206,25.62797437345124
swin_tiny_L4_scratch_s2,swin_tiny,4,scratch,2,0.0066413662239089,327.15390157699585,9,0.0064935064935064,0.0292207792207792,0.0003328273458143,0.0131536283023026,0.0080321285140562,27756206,23.72421509538157
resnet50_Lfull_pretrained_s2,resnet50,full,pretrained,2,0.738615664845173,1127.7445611953735,40,0.9383116883116884,0.9805194805194806,0.91991341991342,0.3681607354845951,0.5084337349397591,24139124,23.452961484678067
resnet50_Lfull_scratch_s2,resnet50,full,scratch,2,0.5710382513661202,1183.621909379959,42,0.801948051948052,0.9577922077922078,0.7493506493506493,0.3025161045523309,0.4120481927710843,24139124,26.765354407245404
convnext_tiny_Lfull_scratch_s2,convnext_tiny,full,scratch,2,0.0054644808743169,312.36374258995056,10,0.0032467532467532,0.0162337662337662,2.101458412138024e-05,0.0119713065385005,0.0096385542168674,28056980,25.517284130162977
efficientnetv2_s_Lfull_pretrained_s2,efficientnetv2_s,full,pretrained,2,0.7877959927140255,1386.3766069412231,40,0.9837662337662336,0.9902597402597404,0.9783549783549784,0.5132109516388397,0.6694779116465863,20572036,25.5895392912774
efficientnetv2_s_Lfull_scratch_s2,efficientnetv2_s,full,scratch,2,0.6311475409836066,2737.034011363983,79,0.9123376623376624,0.974025974025974,0.8882034632034632,0.3202820381216358,0.4514056224899598,20572036,26.992889290833716
vit_small_Lfull_pretrained_s2,vit_small,full,pretrained,2,0.7468123861566485,936.737205028534,40,0.9707792207792209,0.9902597402597404,0.961038961038961,0.428879286663859,0.578714859437751,21784244,27.514500335214368
vit_small_Lfull_scratch_s2,vit_small,full,scratch,2,0.412568306010929,2131.3731825351715,91,0.698051948051948,0.8798701298701299,0.6249458874458874,0.1549589837851009,0.216867469879518,21784244,27.851630186965345
swin_tiny_Lfull_pretrained_s2,swin_tiny,full,pretrained,2,0.8142076502732241,1527.6071348190308,40,0.9772727272727272,0.9902597402597404,0.9696969696969696,0.481655266252314,0.6417670682730924,27756206,26.29600037018488
swin_tiny_Lfull_scratch_s2,swin_tiny,full,scratch,2,0.0072859744990892,341.7254285812378,9,0.0032467532467532,0.0162337662337662,2.246888060036849e-05,0.0121929814773175,0.0108433734939759,27756206,25.2094027960397
convnext_tiny_Lfull_pretrained_s0,convnext_tiny,full,pretrained,0,0.8069216757741348,1157.3114397525787,39,0.9805194805194806,0.9935064935064936,0.974025974025974,0.461248907030484,0.6196787148594377,28056980,25.151880524720386
convnext_tiny_L1_pretrained_s0,convnext_tiny,1,pretrained,0,0.5193548387096775,278.2426416873932,30,0.737012987012987,0.9058441558441559,0.669047619047619,0.25813536097944917,0.36626506024096384,28056980,26.39659661127929
convnext_tiny_L2_pretrained_s0,convnext_tiny,2,pretrained,0,0.6825688073394496,438.763708114624,28,0.9058441558441559,0.9642857142857143,0.8806277056277056,0.3473867850588718,0.4771084337349398,28056980,26.741073360125505
convnext_tiny_L3_pretrained_s0,convnext_tiny,3,pretrained,0,0.7490196078431373,866.6010291576385,39,0.9415584415584416,0.9837662337662337,0.9231601731601733,0.3996252418470631,0.5421686746987951,28056980,25.94067882740175
convnext_tiny_L4_pretrained_s0,convnext_tiny,4,pretrained,0,0.7992424242424242,1145.8558824062347,40,0.9805194805194806,0.9902597402597403,0.974025974025974,0.47613735512114747,0.6397590361445783,28056980,26.37490686576592
convnext_tiny_L1_pretrained_s1,convnext_tiny,1,pretrained,1,0.5598705501618123,373.31430888175964,40,0.7954545454545454,0.9188311688311688,0.7466450216450216,0.2543585089222266,0.3742971887550201,28056980,26.836027132418415
convnext_tiny_L2_pretrained_s1,convnext_tiny,2,pretrained,1,0.6484517304189436,527.0159537792206,33,0.9123376623376623,0.9707792207792207,0.8854978354978356,0.3578012897730801,0.5052208835341365,28056980,25.90908658233925
convnext_tiny_L3_pretrained_s1,convnext_tiny,3,pretrained,1,0.7957839262187089,824.7045001983643,37,0.9772727272727273,0.987012987012987,0.9696969696969696,0.41199360055100864,0.5646586345381526,28056980,26.75100570201379
convnext_tiny_L4_pretrained_s1,convnext_tiny,4,pretrained,1,0.7836812144212524,1153.5478279590607,40,0.9805194805194806,0.9902597402597403,0.974025974025974,0.4771638234545758,0.6429718875502008,28056980,24.970991121100543
convnext_tiny_Lfull_pretrained_s1,convnext_tiny,full,pretrained,1,0.8005464480874317,1198.5835092067719,40,0.9675324675324676,0.9902597402597403,0.9572510822510822,0.44754955975028105,0.6024096385542169,28056980,25.0219739380026
convnext_tiny_L1_pretrained_s2,convnext_tiny,1,pretrained,2,0.5627009646302251,345.3191750049591,34,0.7727272727272727,0.922077922077922,0.7141774891774891,0.2625165329206005,0.37991967871485943,28056980,24.700197423879406
convnext_tiny_L2_pretrained_s2,convnext_tiny,2,pretrained,2,0.6783088235294118,512.2526199817657,31,0.922077922077922,0.9707792207792207,0.8971861471861473,0.3612743735080427,0.5068273092369477,28056980,25.2266043117718
convnext_tiny_L3_pretrained_s2,convnext_tiny,3,pretrained,2,0.7256176853055917,786.8492600917816,34,0.948051948051948,0.9902597402597403,0.932900432900433,0.4102494394903237,0.5582329317269076,28056980,27.389190869364203
convnext_tiny_Lfull_pretrained_s2,convnext_tiny,full,pretrained,2,0.7868852459016393,825.3882961273193,27,0.9707792207792207,0.9902597402597403,0.9615800865800866,0.4491702194730729,0.6124497991967871,28056980,24.870263688829827
swin_tiny_L4_pretrained_s0,swin_tiny,4,pretrained,0,0.7869318181818182,1395.625500679016,40,0.974025974025974,0.9902597402597403,0.9653679653679653,0.4977679224467686,0.6469879518072289,27756206,20.4081591194448
convnext_tiny_L4_pretrained_s2,convnext_tiny,4,pretrained,2,0.8083491461100569,1144.8872253894806,40,0.9707792207792207,0.987012987012987,0.961038961038961,0.510287131551633,0.6662650602409639,28056980,26.234963694170492
swin_tiny_L3_pretrained_s1,swin_tiny,3,pretrained,1,0.7997364953886693,1068.4087104797363,40,0.974025974025974,0.9837662337662337,0.9653679653679655,0.46194687056634604,0.6100401606425703,27756206,24.213370307949273
