run_id,arch,level,mode,seed,best_val_acc,train_time_s,epochs_ran,top1_page,top5_page,macro_f1_page,map_line,top1_retrieval,n_params,throughput_img_s
convnext_tiny_L1_pretrained_s0,convnext_tiny,1,pretrained,0,0.5193548387096775,411.04925060272217,33,0.7402597402597403,0.9058441558441559,0.6779220779220778,0.23719053837513274,0.3502008032128514,28056980,14.357012161522093
convnext_tiny_L1_pretrained_s1,convnext_tiny,1,pretrained,1,0.5145631067961165,268.2375557422638,22,0.7532467532467533,0.9090909090909091,0.6927489177489177,0.21950124198782792,0.3248995983935743,28056980,15.49583192799125
convnext_tiny_L1_pretrained_s2,convnext_tiny,1,pretrained,2,0.5112540192926045,301.63453125953674,24,0.7175324675324676,0.9123376623376623,0.6469233147804576,0.2339835748089864,0.3369477911646586,28056980,14.708233693537398
